1	 124	 1
1	 123	 1
2	 123	 1
2	 316	 1
3	 316	 1
3	 29	 1
4	 29	 1
4	 124	 1
5	 330	 1
5	 123	 1
6	 124	 1
6	 329	 1
7	 329	 1
7	 330	 1
8	 1666	 1
8	 329	 1
9	 330	 1
9	 1413	 1
10	 1413	 1
10	 1666	 1
11	 1664	 1
11	 1414	 1
12	 1414	 1
12	 1413	 1
13	 1666	 1
13	 1664	 1
14	 1664	 1
14	 1409	 1
15	 1409	 1
15	 687	 1
16	 687	 1
16	 1414	 1
17	 687	 1
17	 685	 1
18	 685	 1
18	 1405	 1
19	 1405	 1
19	 1409	 1
20	 1407	 1
20	 678	 1
21	 678	 1
21	 685	 1
22	 1405	 1
22	 1407	 1
23	 1407	 1
23	 1044	 1
24	 1044	 1
24	 1401	 1
25	 1401	 1
25	 678	 1
26	 1400	 1
26	 684	 1
27	 684	 1
27	 1044	 1
28	 1401	 1
28	 1400	 1
29	 1094	 1
29	 1093	 1
30	 1093	 1
30	 684	 1
31	 1400	 1
31	 1094	 1
32	 1094	 1
32	 1092	 1
33	 1092	 1
33	 1091	 1
34	 1091	 1
34	 1093	 1
35	 1806	 1
35	 1091	 1
36	 1092	 1
36	 1676	 1
37	 1676	 1
37	 1806	 1
38	 1676	 1
38	 1675	 1
39	 1675	 1
39	 1804	 1
40	 1804	 1
40	 1806	 1
41	 1804	 1
41	 1436	 1
42	 1436	 1
42	 1435	 1
43	 1435	 1
43	 1675	 1
44	 1435	 1
44	 1063	 1
45	 1063	 1
45	 1068	 1
46	 1068	 1
46	 1436	 1
47	 1438	 1
47	 695	 1
48	 695	 1
48	 1063	 1
49	 1068	 1
49	 1438	 1
50	 1680	 1
50	 696	 1
51	 696	 1
51	 695	 1
52	 1438	 1
52	 1680	 1
53	 1678	 1
53	 1070	 1
54	 1070	 1
54	 696	 1
55	 1680	 1
55	 1678	 1
56	 1070	 1
56	 1071	 1
57	 1071	 1
57	 1440	 1
58	 1440	 1
58	 1678	 1
59	 1071	 1
59	 334	 1
60	 334	 1
60	 1072	 1
61	 1072	 1
61	 1440	 1
62	 334	 1
62	 332	 1
63	 332	 1
63	 698	 1
64	 698	 1
64	 1072	 1
65	 332	 1
65	 54	 1
66	 54	 1
66	 442	 1
67	 442	 1
67	 698	 1
68	 54	 1
68	 225	 1
69	 225	 1
69	 224	 1
70	 224	 1
70	 442	 1
71	 227	 1
71	 225	 1
72	 224	 1
72	 226	 1
73	 226	 1
73	 227	 1
74	 898	 1
74	 496	 1
75	 496	 1
75	 226	 1
76	 227	 1
76	 898	 1
77	 1278	 1
77	 898	 1
78	 496	 1
78	 1279	 1
79	 1279	 1
79	 1278	 1
80	 1281	 1
80	 1279	 1
81	 1278	 1
81	 1280	 1
82	 1280	 1
82	 1281	 1
83	 1753	 1
83	 1281	 1
84	 1280	 1
84	 1596	 1
85	 1596	 1
85	 1753	 1
86	 1753	 1
86	 1751	 1
87	 1751	 1
87	 1595	 1
88	 1595	 1
88	 1596	 1
89	 1751	 1
89	 891	 1
90	 891	 1
90	 495	 1
91	 495	 1
91	 1595	 1
92	 495	 1
92	 494	 1
93	 494	 1
93	 889	 1
94	 889	 1
94	 891	 1
95	 889	 1
95	 216	 1
96	 216	 1
96	 215	 1
97	 215	 1
97	 494	 1
98	 215	 1
98	 487	 1
99	 487	 1
99	 65	 1
100	 65	 1
100	 216	 1
101	 644	 1
101	 316	 1
102	 123	 1
102	 318	 1
103	 318	 1
103	 644	 1
104	 318	 1
104	 125	 1
105	 125	 1
105	 330	 1
106	 125	 1
106	 1412	 1
107	 1412	 1
107	 1413	 1
108	 1414	 1
108	 1411	 1
109	 1411	 1
109	 1412	 1
110	 687	 1
110	 686	 1
111	 686	 1
111	 1411	 1
112	 686	 1
112	 677	 1
113	 677	 1
113	 685	 1
114	 1393	 1
114	 681	 1
115	 681	 1
115	 680	 1
116	 680	 1
116	 677	 1
117	 678	 1
117	 1391	 1
118	 1391	 1
118	 1393	 1
119	 1398	 1
119	 1401	 1
120	 1391	 1
120	 1392	 1
121	 1392	 1
121	 1398	 1
122	 1399	 1
122	 1446	 1
123	 1446	 1
123	 1400	 1
124	 1398	 1
124	 1399	 1
125	 1094	 1
125	 1448	 1
126	 1448	 1
126	 1446	 1
127	 1092	 1
127	 1455	 1
128	 1455	 1
128	 1448	 1
129	 1455	 1
129	 1454	 1
130	 1454	 1
130	 1676	 1
131	 1675	 1
131	 712	 1
132	 712	 1
132	 1454	 1
133	 712	 1
133	 1061	 1
134	 1061	 1
134	 1435	 1
135	 1062	 1
135	 1060	 1
136	 1060	 1
136	 1063	 1
137	 1061	 1
137	 1062	 1
138	 695	 1
138	 694	 1
139	 694	 1
139	 690	 1
140	 690	 1
140	 1060	 1
141	 694	 1
141	 1067	 1
142	 1067	 1
142	 696	 1
143	 1070	 1
143	 1064	 1
144	 1064	 1
144	 1067	 1
145	 1064	 1
145	 333	 1
146	 333	 1
146	 1071	 1
147	 334	 1
147	 1432	 1
148	 1432	 1
148	 333	 1
149	 1433	 1
149	 332	 1
150	 1432	 1
150	 1433	 1
151	 54	 1
151	 918	 1
152	 918	 1
152	 1433	 1
153	 225	 1
153	 1294	 1
154	 1294	 1
154	 918	 1
155	 1294	 1
155	 1295	 1
156	 1295	 1
156	 227	 1
157	 898	 1
157	 897	 1
158	 897	 1
158	 1295	 1
159	 1278	 1
159	 896	 1
160	 896	 1
160	 897	 1
161	 1280	 1
161	 899	 1
162	 899	 1
162	 896	 1
163	 899	 1
163	 1284	 1
164	 1284	 1
164	 1596	 1
165	 1284	 1
165	 1283	 1
166	 1283	 1
166	 1595	 1
167	 495	 1
167	 894	 1
168	 894	 1
168	 1283	 1
169	 894	 1
169	 489	 1
170	 489	 1
170	 494	 1
171	 874	 1
171	 215	 1
172	 489	 1
172	 874	 1
173	 1275	 1
173	 487	 1
174	 874	 1
174	 1275	 1
175	 1380	 1
175	 644	 1
176	 318	 1
176	 663	 1
177	 663	 1
177	 1380	 1
178	 125	 1
178	 666	 1
179	 666	 1
179	 663	 1
180	 665	 1
180	 666	 1
181	 1412	 1
181	 665	 1
182	 665	 1
182	 328	 1
183	 328	 1
183	 1411	 1
184	 686	 1
184	 120	 1
185	 120	 1
185	 328	 1
186	 120	 1
186	 679	 1
187	 679	 1
187	 680	 1
188	 1658	 1
188	 1659	 1
189	 1659	 1
189	 1446	 1
190	 1399	 1
