1	  156
2	  414
3	  581
4	  739
5	  740
6	  784
7	  785
8	  1180
9	  1181
10	  1183
11	  1201
12	  1202
13	  1236
14	  1322
15	  1463
16	  1467
17	  1519
18	  1531
19	  1723
20	  1785
21	  1788
22	  1789
23	  1818
24	  1819
25	  1821
26	  1823
27	  1825
28	  1871
29	  1901
30	  1938
31	  1940
32	  1941
