1	  59
2	  175
3	  192
4	  194
5	  404
6	  407
7	  427
8	  431
9	  432
10	  512
11	  513
12	  793
13	  858
14	  859
15	  867
16	  868
17	  911
18	  1176
19	  1515
20	  1574
21	  1583
22	  1714
23	  1717
24	  1718
25	  1744
26	  1762
27	  1763
28	  1766
29	  1817
30	  1818
31	  1902
32	  1907
33	  1908
34	  1911
35	  1912
36	  1913
37	  1919
38	  1920
39	  1921
40	  1922
